text,label,task
"oh , no . does she go to school with you ? i am hating my school .",0,gender
"hello , my name is sarah . how are you today ?",0,gender
hi jenni . what do you do in your free time ? i enjoy horseback riding .,0,gender
nice ! my three daughters would enjoy a boy as well .,0,gender
what are you doing this beautiful day ?,0,gender
i do not have a job . i am a teen,0,gender
that is very nice of you . what do you look like ?,0,gender
i wanted to have kids but recently divorced so now single .,0,gender
i guess i wasn't either . any hobbies besides the violin ?,0,gender
"hi there , how are you ?",0,gender
my family and i are never able to get along .,0,gender
i don't . do you ?,0,gender
lol how many children do you have,0,gender
"yes but it will be way later , i am only 17",0,gender
how old is your dog,0,gender
i do not have any pets,0,gender
i've 2 kids and i am looking for a job,0,gender
that sould be so nice of you,0,gender
"hi , how are you today ?",0,gender
"great , i got my new glasses today .",0,gender
"it isn't bad , just got done with my 2 mile walk . feeding the dogs now .",0,gender
hello how are you doing today ?,0,gender
i do i think my love for mystery novels is what really got me into it,0,gender
i bet . any brothers or sisters ?,0,gender
sorry to hear that i am the youngest of 3 so kind of the opposite .,0,gender
"hi , how are you today ?",0,gender
oh . i just got back from volunteering at the animal shelter .,0,gender
cool . are you religious ? i've not told my parents i am wiccan yet .,0,gender
haha . i do not either .,0,gender
because of the basis of wicca .,0,gender
whats your major ? you work at a pet store . are you interested in being a vet ?,0,gender
do you have any pets ?,0,gender
i understand that . sometimes i've problems if my dog is not near me,0,gender
what is your best friend like ?,0,gender
yummy . what do you look like ?,0,gender
haha i believe it . i've curly black hair,0,gender
i don't see my mom . she went crazy a long time ago,0,gender
hi how old are you ?,0,gender
yum . i like to make lasagna and it s so good,0,gender
i'm well missing my parents,0,gender
lol what does the therapist say ?,0,gender
hi . how are you doing ?,0,gender
i need to go back to the gym now that i am single again,0,gender
i work as a manager of a supplement retail store,0,gender
yes you can ! let your hair grow long and they will fire you .,0,gender
all of us hippies have long hair . nobody does today . not even women .,0,gender
naw man my skin is legit smooth as butta . do you work ?,0,gender
really ? nah i rather read a book,0,gender
"hi , how are you ?",0,gender
"doing well , taking care of the kids",0,gender
yes they both do,0,gender
what hobbies do you enjoy ?,0,gender
i work as a chef .,0,gender
i think classic apple pie .,0,gender
"yes , and my wife makes my halloween costumes !",0,gender
she sounds dangerous . what is your favorite holiday ?,0,gender
i'll be dressed as a scary ghost ! i also like christmas too .,0,gender
i love walking with my friends we are very close,0,gender
hi . what do you do for a living ? i am a nurse,0,gender
i am sorry to hear that . i've two brothers and two sisters older than me .,0,gender
i'll look that up . i just dyed my hair pink last weekend .,0,gender
that's really sad . is she on medicaid ?,0,gender
what are you doing today ?,0,gender
hello there ! how are you ?,0,gender
oh golly that's a lot of kids ! my two daughters are more than enough !,0,gender
that sounds nice ! we spend a lot of time shopping of course !,0,gender
what great costumes ! that is perfect !,0,gender
"yes , my bf of 5 years got the broom lol , kicked him the chest it was funny !",0,gender
yay it was better than painting !,0,gender
"hey , my name is amanda and you are ?",0,gender
"hello , haw are you tonight ?",0,gender
i am a zoo keeper . my wife and i work together,0,gender
"my daughter . she graduated early , and is valedictorian .",0,gender
"lol . i hit the champagne early , damaged my dress .",0,gender
"hi , i've 2 kids and my hubby is a preacher . you ?",0,gender
nice . i sell clothes and other items on facebook for a living .,0,gender
garage sales . do you dye your hair ?,0,gender
i've curly hair and it is dark thinking of making it blonde .,0,gender
you must not have done laundry in a long time since you have no kids ?,0,gender
some just make people uncomfortable like me .,0,gender
especially my mum cannot allow me to make any choice .,0,gender
no i recently graduated college,0,gender
i work out daily to stay fit and look good how about you,0,gender
do you like to write ? i write for a living .,0,gender
i make a living writing about people and there life styles,0,gender
"that's cool , i'll so what should i write about you ?",0,gender
haha ! cool nickname . how old are you ?,0,gender
what are you up to today ?,0,gender
"hello , how are you doing today ?",0,gender
oh wow ! you are writing a book ? i am doing okay . . .,0,gender
i just got braces today . i hate them .,0,gender
what kind of books do you write ?,0,gender
i do not . i love to shop,0,gender
"i'm a teacher in new york currently , what about you ?",0,gender
do you have any siblings ? good idea i love to cook .,0,gender
"you are funny my sister would love you , she's my twin .",0,gender
hi there ! are you a student or do you have a job already ?,0,gender
what do you want to write ? like books ? or screenplays ?,0,gender
do you have any pets ? are you married ?,0,gender
i've a cat . her name is seven of nine .,0,gender
i love star trek of course !,0,gender
"hello , how are you ? can you tell me something about yourself ?",0,gender
hi ! how are you doing today ?,0,gender
"some say fun size , but i saw unloving",0,gender
i sure do ! and after i sit back and watch movies,0,gender
"hi , how are you ? please tell me more ?",0,gender
org . . . me too . when i'm studying my favorite subject . . literature .,0,gender
well . . i love to draw pictures of myself in the mirror . . is that weird ?,0,gender
"no you did not , how cute . . . tell me more .",0,gender
i believe that . . are they identical ?,0,gender
hi ! how are you ? i am doing fine today .,0,gender
i am sorry to hear about your dog .,0,gender
when my dog died i looked for comfort by reading the bible .,0,gender
hey how are you today,0,gender
"ahahah my daughter just turned one , so i made her some eggs this morning .",0,gender
"oh cool , that's always great to be with your kids ,",0,gender
it is sad being a one child home,0,gender
i even colored my hair blonde,0,gender
this is to match with my cats,0,gender
no thankfully you ?,0,gender
what do you do ? i am a secretary .,0,gender
"i do , mainly indie . you ?",0,gender
oh . i enjoy reading crime novels .,0,gender
"hi , i totally love myself today .",0,gender
"you must be super fit , i have been trying on outfits , looking fabulous .",0,gender
"ug , i hate that . how you look is more important than a car anyway .",0,gender
"nice , that's with horses right ?",0,gender
"not much , work out , shop , design a bit here and there .",0,gender
"hair accessories and sometimes top design , i prefer modeling but sometimes i have good ideas",0,gender
"hey , how are you ?",0,gender
haha ! so what is your favourite food ?,0,gender
"dog walking , my dog actually introduced me to my first and second wife !",0,gender
i just turned 20 last thursday .,0,gender
hi . i have tons of friends . will you be my friend ?,0,gender
"no . my dad is at the mill , and my mom is tutoring . she's a teacher .",0,gender
nope . she is too busy . my dad is too . all my friends are online .,0,gender
i am sure with time you will have lots of friends ! you seem very sweet !,0,gender
"yes , i sure do remember those days and how much fun we all had ! !",0,gender
wanna watch my dogs while i walk ?,0,gender
hi how are doing tonight i'm fine and you ?,0,gender
me two i've to ugly brothers but i love them .,0,gender
i know some of it i am a vegan growing up from 5 years old .,0,gender
i'm a believer in people falling in love . ant first sight .,0,gender
oh that's so sweet i still love my ex too .,0,gender
dogs do circus tricks too,0,gender
hey my kids are so tiny omg lol,0,gender
i need more iron after these babies back to back,0,gender
no i do not have time ! i've 2 kids an 2 cats all young,0,gender
hey how are you today,0,gender
